"DOI","publisher.x","type.x","created.x","created_year.x","relation_type.x","relation_DOI","asserted_by_object.x","asserted_by_subject.x","publisher.y","type.y","created.y","created_year.y","relation_type.y","asserted_by_object.y","asserted_by_subject.y","reciprocal"
"10.1101/187989","Cold Spring Harbor Laboratory","posted-content",2017-09-13,2017,"is-preprint-of","10.1038/s41593-018-0309-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185751","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1098/rsif.2017.0563",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185645","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1016/j.jneumeth.2017.09.011",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/189316","Cold Spring Harbor Laboratory","posted-content",2017-09-16,2017,"is-preprint-of","10.1126/science.aao0464",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185900","Cold Spring Harbor Laboratory","posted-content",2017-09-13,2017,"is-preprint-of","10.1007/s00438-018-1418-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191239","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.1085/jgp.201711907",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185827","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1242/dev.156109",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/186080","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1073/pnas.1715836115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/184010","Cold Spring Harbor Laboratory","posted-content",2017-09-05,2017,"is-preprint-of","10.1016/j.neuro.2018.01.008",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187401","Cold Spring Harbor Laboratory","posted-content",2017-09-13,2017,"is-preprint-of","10.1016/j.bpj.2019.01.007",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185744","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1016/j.cels.2018.02.010",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187658","Cold Spring Harbor Laboratory","posted-content",2017-09-13,2017,"is-preprint-of","10.1016/j.biopsych.2018.11.024",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188821","Cold Spring Harbor Laboratory","posted-content",2017-09-15,2017,"is-preprint-of","10.1126/sciadv.aap9751",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187823","Cold Spring Harbor Laboratory","posted-content",2017-09-16,2017,"is-preprint-of","10.1098/rsif.2017.0709",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191346","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.1016/j.chemosphere.2018.03.066",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191338","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.15252/msb.20188376",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188227","Cold Spring Harbor Laboratory","posted-content",2017-09-14,2017,"is-preprint-of","10.1126/sciadv.aar8028",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/184812","Cold Spring Harbor Laboratory","posted-content",2017-09-06,2017,"is-preprint-of","10.1073/pnas.1720963115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185165","Cold Spring Harbor Laboratory","posted-content",2017-09-07,2017,"is-preprint-of","10.9734/mrji/2017/38401",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185249","Cold Spring Harbor Laboratory","posted-content",2017-09-07,2017,"is-preprint-of","10.1083/jcb.201709064",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185942","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1016/j.ymeth.2018.01.013",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/189373","Cold Spring Harbor Laboratory","posted-content",2017-09-18,2017,"is-preprint-of","10.1083/jcb.201709074",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/189654","Cold Spring Harbor Laboratory","posted-content",2017-09-16,2017,"is-preprint-of","10.15252/embj.201798452",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/184101","Cold Spring Harbor Laboratory","posted-content",2017-09-06,2017,"is-preprint-of","10.1007/s10661-017-6455-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/190637","Cold Spring Harbor Laboratory","posted-content",2017-09-23,2017,"is-preprint-of","10.1177/2472555217751091",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/190306","Cold Spring Harbor Laboratory","posted-content",2017-09-22,2017,"is-preprint-of","10.1099/mic.0.000639",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/184333","Cold Spring Harbor Laboratory","posted-content",2017-09-05,2017,"is-preprint-of","10.1098/rspb.2017.1780",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191866","Cold Spring Harbor Laboratory","posted-content",2017-09-22,2017,"is-preprint-of","10.1016/j.ydbio.2018.08.016",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/192039","Cold Spring Harbor Laboratory","posted-content",2017-09-22,2017,"is-preprint-of","10.1073/pnas.1716659115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/183939","Cold Spring Harbor Laboratory","posted-content",2017-09-05,2017,"is-preprint-of","10.1002/hbm.24312",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/190744","Cold Spring Harbor Laboratory","posted-content",2017-09-20,2017,"is-preprint-of","10.1073/pnas.1716424115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/193904","Cold Spring Harbor Laboratory","posted-content",2017-09-27,2017,"is-preprint-of","10.1073/pnas.1715888115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188243","Cold Spring Harbor Laboratory","posted-content",2017-09-14,2017,"is-preprint-of","10.1016/j.ceca.2017.12.003",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/192617","Cold Spring Harbor Laboratory","posted-content",2017-09-23,2017,"is-preprint-of","10.1098/rsos.180369",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188987","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.1073/pnas.1716582115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194092","Cold Spring Harbor Laboratory","posted-content",2017-09-27,2017,"is-preprint-of","10.1073/pnas.1818523116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/193631","Cold Spring Harbor Laboratory","posted-content",2017-09-26,2017,"is-preprint-of","10.1126/scitranslmed.aar3619",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191619","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.1186/s12864-018-4611-3",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/193425","Cold Spring Harbor Laboratory","posted-content",2017-09-26,2017,"is-preprint-of","10.1098/rspb.2018.1864",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185496","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1016/j.molcel.2017.09.033",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198986","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1083/jcb.201711175",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198010","Cold Spring Harbor Laboratory","posted-content",2017-10-04,2017,"is-preprint-of","10.1073/pnas.1717139115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198275","Cold Spring Harbor Laboratory","posted-content",2017-10-05,2017,"is-preprint-of","10.1126/science.aar7462",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197012","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1192/bjp.2018.66",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197418","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1186/s12864-018-5408-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195040","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1073/pnas.1716933115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195602","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1073/pnas.1717075115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/181644","Cold Spring Harbor Laboratory","posted-content",2017-10-05,2017,"is-preprint-of","10.1083/jcb.201710087",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195339","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1038/s41396-018-0095-z",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196980","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1038/nbt.4201",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/169615","Cold Spring Harbor Laboratory","posted-content",2017-07-29,2017,"is-preprint-of","10.1007/s40778-019-0153-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197467","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1016/j.ajpath.2018.03.013",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196949","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1016/j.conb.2018.04.007",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/180646","Cold Spring Harbor Laboratory","posted-content",2017-08-26,2017,"is-preprint-of","10.1073/pnas.1811971115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/182451","Cold Spring Harbor Laboratory","posted-content",2017-09-01,2017,"is-preprint-of","10.1038/s41467-018-07766-x",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/182287","Cold Spring Harbor Laboratory","posted-content",2017-08-30,2017,"is-preprint-of","10.1073/pnas.1820813116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/183640","Cold Spring Harbor Laboratory","posted-content",2017-09-02,2017,"is-preprint-of","10.1242/jcs.211482",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/183376","Cold Spring Harbor Laboratory","posted-content",2017-09-01,2017,"is-preprint-of","10.1073/pnas.1710964114",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/190462","Cold Spring Harbor Laboratory","posted-content",2017-09-20,2017,"is-preprint-of","10.1073/pnas.1803926115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/189027","Cold Spring Harbor Laboratory","posted-content",2017-09-19,2017,"is-preprint-of","10.15252/embj.201797876",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/192732","Cold Spring Harbor Laboratory","posted-content",2017-09-26,2017,"is-preprint-of","10.1139/gen-2018-0093",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191817","Cold Spring Harbor Laboratory","posted-content",2017-09-21,2017,"is-preprint-of","10.1016/j.neuron.2018.05.040",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/186197","Cold Spring Harbor Laboratory","posted-content",2017-09-09,2017,"is-preprint-of","10.1016/j.jtbi.2017.10.032",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188086","Cold Spring Harbor Laboratory","posted-content",2017-09-14,2017,"is-preprint-of","10.1038/s41467-019-08424-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/190975","Cold Spring Harbor Laboratory","posted-content",2017-09-20,2017,"is-preprint-of","10.1038/s41467-018-03566-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/188466","Cold Spring Harbor Laboratory","posted-content",2017-09-14,2017,"is-preprint-of","10.1016/j.bbr.2018.04.054",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185637","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1016/j.isci.2019.07.043",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185389","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1073/pnas.1715451115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187674","Cold Spring Harbor Laboratory","posted-content",2017-09-13,2017,"is-preprint-of","10.1073/pnas.1713333115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187484","Cold Spring Harbor Laboratory","posted-content",2017-09-12,2017,"is-preprint-of","10.1126/science.aao4908",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187302","Cold Spring Harbor Laboratory","posted-content",2017-09-12,2017,"is-preprint-of","10.15252/embj.201798219",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185157","Cold Spring Harbor Laboratory","posted-content",2017-09-07,2017,"is-preprint-of","10.1038/s41598-017-19128-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/186098","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1073/pnas.1715841115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/191569","Cold Spring Harbor Laboratory","posted-content",2017-09-22,2017,"is-preprint-of","10.1073/pnas.1800851115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/187237","Cold Spring Harbor Laboratory","posted-content",2017-09-12,2017,"is-preprint-of","10.15252/msb.20178007",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/186882","Cold Spring Harbor Laboratory","posted-content",2017-09-11,2017,"is-preprint-of","10.1098/rspb.2017.2599",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/185892","Cold Spring Harbor Laboratory","posted-content",2017-09-08,2017,"is-preprint-of","10.1038/s41467-018-08098-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195263","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1186/s13059-018-1401-9",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/180745","Cold Spring Harbor Laboratory","posted-content",2017-10-01,2017,"is-preprint-of","10.1038/s41598-018-36768-4",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196709","Cold Spring Harbor Laboratory","posted-content",2017-10-01,2017,"is-preprint-of","10.1186/s12859-018-2510-x",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196295","Cold Spring Harbor Laboratory","posted-content",2017-10-01,2017,"is-preprint-of","10.1373/clinchem.2017.278457",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198168","Cold Spring Harbor Laboratory","posted-content",2017-10-05,2017,"is-preprint-of","10.1126/scitranslmed.aan5325",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196261","Cold Spring Harbor Laboratory","posted-content",2017-10-04,2017,"is-preprint-of","10.1073/pnas.1717730115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/193136","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1038/s41467-018-07746-1",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194712","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1016/j.jtbi.2018.01.020",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/205344","Cold Spring Harbor Laboratory","posted-content",2017-10-19,2017,"is-preprint-of","10.1093/icesjms/fsy059",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/201434","Cold Spring Harbor Laboratory","posted-content",2017-10-12,2017,"is-preprint-of","10.1073/pnas.1801302115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/201004","Cold Spring Harbor Laboratory","posted-content",2017-10-12,2017,"is-preprint-of","10.1016/j.cels.2018.05.006",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/145052","Cold Spring Harbor Laboratory","posted-content",2017-10-20,2017,"is-preprint-of","10.1073/pnas.1814213116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/208918","Cold Spring Harbor Laboratory","posted-content",2017-10-26,2017,"is-preprint-of","10.1098/rsos.180679",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/210146","Cold Spring Harbor Laboratory","posted-content",2017-10-28,2017,"is-preprint-of","10.1016/j.physbeh.2017.12.011",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/201095","Cold Spring Harbor Laboratory","posted-content",2017-10-15,2017,"is-preprint-of","10.1038/s41562-019-0725-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/205773","Cold Spring Harbor Laboratory","posted-content",2017-10-20,2017,"is-preprint-of","10.1073/pnas.1717582115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/207431","Cold Spring Harbor Laboratory","posted-content",2017-10-23,2017,"is-preprint-of","10.1098/rstb.2017.0182",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/203042","Cold Spring Harbor Laboratory","posted-content",2017-10-14,2017,"is-preprint-of","10.1111/evo.13562",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/204305","Cold Spring Harbor Laboratory","posted-content",2017-10-17,2017,"is-preprint-of","10.1126/sciadv.aat3807",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/209759","Cold Spring Harbor Laboratory","posted-content",2017-10-28,2017,"is-preprint-of","10.1002/jbio.201800269",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/212597","Cold Spring Harbor Laboratory","posted-content",2017-11-02,2017,"is-preprint-of","10.1016/j.soilbio.2017.11.009",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/212811","Cold Spring Harbor Laboratory","posted-content",2017-11-02,2017,"is-preprint-of","10.1126/science.aar3729",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/213066","Cold Spring Harbor Laboratory","posted-content",2017-11-03,2017,"is-preprint-of","10.1126/sciadv.aat2142",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/214015","Cold Spring Harbor Laboratory","posted-content",2017-11-05,2017,"is-preprint-of","10.1073/pnas.1719029115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/218586","Cold Spring Harbor Laboratory","posted-content",2017-11-14,2017,"is-preprint-of","10.1093/gigascience/giy079",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/219089","Cold Spring Harbor Laboratory","posted-content",2017-11-15,2017,"is-preprint-of","10.1016/j.ebiom.2018.04.002",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/222257","Cold Spring Harbor Laboratory","posted-content",2017-11-23,2017,"is-preprint-of","10.1126/science.aaq0939",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/220079","Cold Spring Harbor Laboratory","posted-content",2017-11-21,2017,"is-preprint-of","10.12688/f1000research.20027.1",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/219279","Cold Spring Harbor Laboratory","posted-content",2017-11-21,2017,"is-preprint-of","10.3758/s13414-019-01678-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/224345","Cold Spring Harbor Laboratory","posted-content",2017-11-27,2017,"is-preprint-of","10.1186/s12864-019-5480-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/226043","Cold Spring Harbor Laboratory","posted-content",2017-11-29,2017,"is-preprint-of","10.1002/hbm.24385",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/227942","Cold Spring Harbor Laboratory","posted-content",2017-12-04,2017,"is-preprint-of","10.1098/rsbl.2018.0632",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/228122","Cold Spring Harbor Laboratory","posted-content",2017-12-04,2017,"is-preprint-of","10.1073/pnas.1721648115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198135","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1016/j.actbio.2018.01.043",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196782","Cold Spring Harbor Laboratory","posted-content",2017-10-02,2017,"is-preprint-of","10.1016/j.ympev.2018.06.033",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195677","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1073/pnas.1810239116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196907","Cold Spring Harbor Laboratory","posted-content",2017-10-02,2017,"is-preprint-of","10.1186/s13717-017-0110-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196964","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1016/j.nlm.2018.08.007",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198754","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1038/s41418-019-0275-z",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197103","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.15252/msb.20178024",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196816","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1098/rsos.171559",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197376","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.15252/msb.20188322",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/197541","Cold Spring Harbor Laboratory","posted-content",2017-10-03,2017,"is-preprint-of","10.1098/rstb.2016.0247",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194985","Cold Spring Harbor Laboratory","posted-content",2017-09-30,2017,"is-preprint-of","10.1073/pnas.1716561115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196691","Cold Spring Harbor Laboratory","posted-content",2017-10-01,2017,"is-preprint-of","10.1016/j.bbrc.2018.05.107",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198002","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1016/j.cortex.2018.03.008",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194837","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1073/pnas.1817482116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/199521","Cold Spring Harbor Laboratory","posted-content",2017-10-07,2017,"is-preprint-of","10.1016/j.neuron.2018.05.038",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198598","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1073/pnas.1718263115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/198747","Cold Spring Harbor Laboratory","posted-content",2017-10-06,2017,"is-preprint-of","10.1016/j.neuroimage.2018.05.016",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/193862","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1016/j.neuroimage.2018.04.076",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194530","Cold Spring Harbor Laboratory","posted-content",2017-09-28,2017,"is-preprint-of","10.1038/s41588-018-0316-4",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196212","Cold Spring Harbor Laboratory","posted-content",2017-10-01,2017,"is-preprint-of","10.1073/pnas.1717088115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/196634","Cold Spring Harbor Laboratory","posted-content",2017-10-02,2017,"is-preprint-of","10.1073/pnas.1718418115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/199539","Cold Spring Harbor Laboratory","posted-content",2017-10-07,2017,"is-preprint-of","10.1038/s41388-018-0490-y",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/195628","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1083/jcb.201709171",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/194142","Cold Spring Harbor Laboratory","posted-content",2017-09-29,2017,"is-preprint-of","10.1016/j.jtbi.2018.02.018",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/200303","Cold Spring Harbor Laboratory","posted-content",2017-10-10,2017,"is-preprint-of","10.1073/pnas.1718670115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/204735","Cold Spring Harbor Laboratory","posted-content",2017-10-18,2017,"is-preprint-of","10.1016/j.celrep.2018.02.100",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/206615","Cold Spring Harbor Laboratory","posted-content",2017-10-23,2017,"is-preprint-of","10.1098/rsos.170838",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/205641","Cold Spring Harbor Laboratory","posted-content",2017-10-23,2017,"is-preprint-of","10.1016/j.cmet.2018.04.013",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/206649","Cold Spring Harbor Laboratory","posted-content",2017-10-23,2017,"is-preprint-of","10.1002/jbio.201800182",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/200501","Cold Spring Harbor Laboratory","posted-content",2017-10-11,2017,"is-preprint-of","10.15252/embj.2018100003",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/203596","Cold Spring Harbor Laboratory","posted-content",2017-10-16,2017,"is-preprint-of","10.1016/j.jtbi.2017.11.004",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/202382","Cold Spring Harbor Laboratory","posted-content",2017-10-13,2017,"is-preprint-of","10.1016/j.bandl.2018.07.003",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/202895","Cold Spring Harbor Laboratory","posted-content",2017-10-14,2017,"is-preprint-of","10.1083/jcb.201706021",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/201533","Cold Spring Harbor Laboratory","posted-content",2017-10-14,2017,"is-preprint-of","10.1126/science.aar6731",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/205815","Cold Spring Harbor Laboratory","posted-content",2017-10-20,2017,"is-preprint-of","10.1242/jcs.210740",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/202184","Cold Spring Harbor Laboratory","posted-content",2017-10-13,2017,"is-preprint-of","10.1073/pnas.1721536115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
